Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
quad-lock-iphone-mount,,,,,,,,6,,,,,Phone Holder - Quadlock - iPhone 6,454.000603133,shopify,3,deny,manual,69.95,,true,true,"",https://cdn.shopify.com/s/files/1/0319/6236/6084/products/Quadlock_iPhone6_kit4_WEB.jpg?v=1580484316,2,6,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/Quadlock_iPhone6_kit4_WEB.jpg?v=1580484316,lb,,
quad-lock-iphone-mount,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/Quadlock_iPhone6_kit6_WEB.jpg?v=1580484316,3,,,,,,,,,,,,,,,,,,,,,
quad-lock-iphone-mount,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/Quadlock_iPhone6_kit5_WEB.jpg?v=1580484316,4,,,,,,,,,,,,,,,,,,,,,
quad-lock-iphone-mount,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/Quadlock_iPhone6_kit_WEB.jpg?v=1580484316,5,,,,,,,,,,,,,,,,,,,,,
quad-lock-iphone-mount,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/Quadlock_iPhone5_kit4_WEB.jpg?v=1580484316,6,,,,,,,,,,,,,,,,,,,,,
quad-lock-iphone-mount,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/Quadlock_iPhone5_kit3_WEB.jpg?v=1580484316,7,,,,,,,,,,,,,,,,,,,,,
quad-lock-iphone-mount,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/Quadlock_iPhone5_kit_WEB.jpg?v=1580484316,8,,,,,,,,,,,,,,,,,,,,,
quad-lock-univeral-phone-mount,Quad Lock Universal Phone Mount,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>The Quad Lock Universal Bike Mount Kit is designed to allow almost any smart phone to be attached to your bike. Using a strong 3M VHB adhesive, the Universal Adaptor can be adhered to the rear of your phone. If you prefer you can also adhere the adaptor to the rear of a protective case so you can remove the case when you need to mount your phone. <br>The Quad Lock Universal mount gives you the freedom to incorporate the Quad Lock Mounting Systems with almost any device with a flat, smooth surface.</p>
<p class=""tertiary""><strong>NOTE:THE UNIVERSAL ADAPTOR WILL ADHERE TO MOST FLAT/HARD NON-POROUS SURFACES. IT WILL NOT ADHERE TO CURVED SURFACES OR SILICON, TPU, RUBBER/RUBBERISED OR HEAVILY TEXTURED MATERIALS. WE WILL NOT REFUND YOUR PURCHASES IF YOU ADHERE THE ADAPTOR TO UNSUITABLE MATERIALS, CASES OR DEVICES.</strong></p>
<p class=""tertiary""><strong>THIS WILL NOT ADHERE TO THE LIFEPROOF IP5 FRE CASE BUT DOES ADHERE TO THE LIFEPROOF NUUD SERIES.</strong></p>
<p><strong>Looking for an <a href=""/products/quad-lock-iphone-mount"">iPhone Bike Mount</a>?</strong></p>",Quadlock,Bike Accessories,"Accessories, Essentials, Phone, Phone Accessories, Tech",true,Style,Universal,,,,,Phone Holder - Quadlock - Universal,454.000603133,shopify,10,deny,manual,39.95,,true,true,"",https://cdn.shopify.com/s/files/1/0319/6236/6084/products/Quadlock_universal_main_WEB.jpg?v=1580484307,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/Quadlock_universal_main_WEB.jpg?v=1580484307,lb,,
quad-lock-univeral-phone-mount,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/Quadlock_universal_kit-4_WEB.jpg?v=1580484307,2,,,,,,,,,,,,,,,,,,,,,
quad-lock-univeral-phone-mount,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/Quadlock_universal_kit-3_WEB.jpg?v=1580484307,3,,,,,,,,,,,,,,,,,,,,,
quad-lock-univeral-phone-mount,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/Quadlock_universal_kit-2_WEB.jpg?v=1580484307,4,,,,,,,,,,,,,,,,,,,,,
quad-lock-univeral-phone-mount,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/Quadlock_universal_kit_WEB.jpg?v=1580484307,5,,,,,,,,,,,,,,,,,,,,,
brisker-cold-weather-riding-gloves,Brisker Cold Weather Riding Gloves,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Mother Nature has met her match with this low profile glove engineered to keep you going fast in cooler weather. Get the perfect amount of insulation to block out damp, cool weather while maintaining exceptional dexterity and control of your bike.</p>
<div class=""col-row divider-shadow"">
<div class=""col50"">
<ol>
<li>PERFORATED DUAL-LAYER PALM<br><span>Improves comfort and protects against blisters</span>
</li>
<li>LIGHTLY INSULATED SOFT-SHELL TOP HAND<br><span>Creates a barrier against colder temperatures</span>
</li>
<li>SILICONE PRINTED PALM GRAPHICS<br><span>Increase grip in damp conditions</span>
</li>
<li>REFLECTIVE GRAPHICS ON TOP OF HAND<br><span>Offer a clean look with improved visibility</span>
</li>
<li>MOISTURE-WICKING MICROFIBER INTERIOR<br><span>Provides the perfect level of insulation</span>
</li>
<li>TPR WRIST CLOSURE SYSTEM<br><span>With hook and loop backi ensures proper fit</span>
</li>
<li>INTEGRATED TECH-THREAD<br><span>Keeps you connected with your Touchscreen Phone</span>
</li>
</ol>
</div>
<div class=""col50""><img src=""https://cdn.shopify.com/s/files/1/0081/1222/files/features-brisker.svg?27102""></div>
</div>",Brisker,Apparel,"",true,Size,Small,,,,,Gloves - Brisker - Black - S,454.000603133,shopify,0,deny,manual,16.00,33.00,true,true,"",https://cdn.shopify.com/s/files/1/0319/6236/6084/products/Black-gloves-web.jpg?v=1580484302,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/Black-gloves-web.jpg?v=1580484302,lb,,
brisker-cold-weather-riding-gloves,,,,,,,,Medium,,,,,Gloves - Brisker - Black - M,454.000603133,shopify,0,deny,manual,16.00,20.00,true,true,"",https://cdn.shopify.com/s/files/1/0319/6236/6084/products/Black-gloves-2-web.jpg?v=1580484302,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/Black-gloves-web.jpg?v=1580484302,lb,,
brisker-cold-weather-riding-gloves,,,,,,,,Large,,,,,Gloves - Brisker - Black - L,454.000603133,shopify,7,deny,manual,16.00,20.00,true,true,"",https://cdn.shopify.com/s/files/1/0319/6236/6084/products/Brisker-Gloves_Top_WEB.jpg?v=1580484302,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/Black-gloves-web.jpg?v=1580484302,lb,,
brisker-cold-weather-riding-gloves,,,,,,,,XL,,,,,Gloves - Brisker - Black - XL,454.000603133,shopify,3,deny,manual,16.00,20.00,true,true,"",https://cdn.shopify.com/s/files/1/0319/6236/6084/products/Brisker-Gloves_Right_WEB.jpg?v=1580484302,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/Black-gloves-web.jpg?v=1580484302,lb,,
brisker-cold-weather-riding-gloves,,,,,,,,XXL,,,,,Gloves - Brisker - Black - XXL,454.000603133,shopify,0,deny,manual,16.00,20.00,true,true,"",https://cdn.shopify.com/s/files/1/0319/6236/6084/products/Brisker-Gloves-Left_WEB.jpg?v=1580484302,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/Black-gloves-web.jpg?v=1580484302,lb,,
pure-fix-1940s-triblend-tee,Pure Fix 1940's Triblend Tee,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p class=""p1"">Ready, set, RETRO! Our newest T's are based on the original 1940's Pure Fix logo, or at least what our logo might have looked like if we'd been around in the 1940's. Printed on Alternative Apparel 100% cotton, these are perfect for cruising on your bike, traveling through time, or both.</p>
<p class=""p1""> </p>
<h3 style=""margin-bottom: 0.5em; padding: 0px; border: 0px; font-family: futura, futura-pt, helvetica, arial, verdana, sans-serif; font-size: 14px; line-height: inherit; vertical-align: baseline; text-transform: uppercase; text-align: center; color: #635d52;"">MEN'S SIZE CHART</h3>
<table style=""margin: 10px 0px; padding: 0px; border: 0px; font-family: courier, 'courier new', monospace; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: baseline; border-collapse: collapse; border-spacing: 0px; width: 565px;"">
<thead style=""margin: 0px; padding: 0px; border: 0px; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: baseline;""><tr style=""margin: 0px; padding: 0px; border: 0px; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: baseline;"">
<th style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: futura, futura-pt, helvetica, arial, verdana, sans-serif; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle; text-align: right; background-color: #aaaaaa; color: #fffdf4; text-transform: uppercase;""> </th>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: futura, futura-pt, helvetica, arial, verdana, sans-serif; font-size: inherit; font-style: inherit; font-variant: inherit; font-weight: bold; line-height: inherit; vertical-align: middle; text-transform: uppercase;"">S</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: futura, futura-pt, helvetica, arial, verdana, sans-serif; font-size: inherit; font-style: inherit; font-variant: inherit; font-weight: bold; line-height: inherit; vertical-align: middle; text-transform: uppercase;"">M</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: futura, futura-pt, helvetica, arial, verdana, sans-serif; font-size: inherit; font-style: inherit; font-variant: inherit; font-weight: bold; line-height: inherit; vertical-align: middle; text-transform: uppercase;"">L</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: futura, futura-pt, helvetica, arial, verdana, sans-serif; font-size: inherit; font-style: inherit; font-variant: inherit; font-weight: bold; line-height: inherit; vertical-align: middle; text-transform: uppercase;"">XL</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: futura, futura-pt, helvetica, arial, verdana, sans-serif; font-size: inherit; font-style: inherit; font-variant: inherit; font-weight: bold; line-height: inherit; vertical-align: middle; text-transform: uppercase;"">XXL</td>
</tr></thead>
<tbody style=""margin: 0px; padding: 0px; border: 0px; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: baseline;"">
<tr style=""margin: 0px; padding: 0px; border: 0px; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: baseline;"">
<th style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: futura, futura-pt, helvetica, arial, verdana, sans-serif; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle; text-align: right; background-color: #aaaaaa; color: #fffdf4; text-transform: uppercase;"">CHEST</th>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle;"">36 - 38</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle;"">39 - 41</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle;"">42 - 44</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle;"">45 - 47</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle;"">48 - 50</td>
</tr>
<tr style=""margin: 0px; padding: 0px; border: 0px; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: baseline;"">
<th style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: futura, futura-pt, helvetica, arial, verdana, sans-serif; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle; text-align: right; background-color: #aaaaaa; color: #fffdf4; text-transform: uppercase;"">WAIST</th>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle;"">29 - 31</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle;"">32 - 34</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle;"">35 - 37</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle;"">38 - 40</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle;"">41 - 43</td>
</tr>
<tr style=""margin: 0px; padding: 0px; border: 0px; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: baseline;"">
<th style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: none; font-family: futura, futura-pt, helvetica, arial, verdana, sans-serif; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle; text-align: right; background-color: #aaaaaa; color: #fffdf4; text-transform: uppercase;"">HIP</th>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: none; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle;"">34 - 36</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: none; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle;"">37 - 39</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: none; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle;"">40 - 42</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: none; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle;"">43 - 45</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: none; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle;"">46 - 48</td>
</tr>
</tbody>
</table>",Pure Fix Cycles,Apparel,"1940S, Accessories, Apparel, Black, Clothes, Concrete, Grey, Shirt, Shirts",false,Size,S,Color,Cranberry,,,Shirt - Face - Cranberry - S,226.977621948,shopify,4,deny,manual,20.00,,true,true,,,,,false,,,,,,,,,,,,,,,,,lb,,
pure-fix-1940s-triblend-tee,,,,,,,,M,,Cranberry,,,Shirt - Face - Cranberry - M,226.977621948,shopify,3,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,
pure-fix-1940s-triblend-tee,,,,,,,,L,,Cranberry,,,Shirt - Face - Cranberry - L,226.977621948,shopify,0,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,
pure-fix-5-panel-hat,Pure Fix 5 Panel Hat,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>What do Match Game, Hollywood Squares, The Gong Show, Password, and Pyramid all have in common? They’re all panel shows. Five of them! Put ‘em all together and you’ve got five panels. Make ‘em into a hat, boom, five-panel hat! And that’s exactly what the Pure Fix Five-Panel Hat is, like five of the best panel shows in hat form. Yeah, it’s that good!</p>",Pure Fix Cycles,Apparel,"Accessories, Apparel, Hats",true,Color,Black,,,,,Hat - Five Panel - PF Logo - Black,454.000603133,shopify,0,deny,manual,16.00,20.00,true,true,"",https://cdn.shopify.com/s/files/1/0319/6236/6084/products/PCHat_3RD_Right_Black_WEB.jpg?v=1580484297,1,Black,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/PCHat_3RD_Right_Black_WEB.jpg?v=1580484297,lb,,
pure-fix-5-panel-hat,,,,,,,,White,,,,,Hat - Five Panel - PF Logo - White,454.000603133,shopify,47,deny,manual,16.00,20.00,true,true,"",https://cdn.shopify.com/s/files/1/0319/6236/6084/products/PCHat_3RD_Left_Black_WEB.jpg?v=1580484297,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/PCHat_3RD_Right_White_WEB.jpg?v=1580484297,lb,,
pure-fix-5-panel-hat,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/PCHat_3RD_Right_White_WEB.jpg?v=1580484297,3,White,,,,,,,,,,,,,,,,,,,,
pure-fix-5-panel-hat,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/PCHat_3RD_Left_White_WEB.jpg?v=1580484297,4,,,,,,,,,,,,,,,,,,,,,
pure-fix-pannier-bag,Pure Fix Pannier Bag,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>There are lots of accessories that look ""good for bike stuff"", but it's not every day you find some that look just plain good.  These practical panniers drop easily onto our racks (or the rack you already have) so you can carry whatever you need wherever you're going!  The adjustable shoulder strap makes it a stylish satchel once you've arrived at your destination and, because it's a breeze to pop on and off your bike, it's always ready when you are!  Handmade from high-quality materials, these beautiful bags belong on your bike.</p>
<h3>Specs:</h3>
<ul>
<li>Dimensions: 12.5""x11""x3.5""</li>
<li>Handmade by awesome people</li>
<li>Materials: canvas, leather, nylon, steel, versatility, experience, imagination, skill, and love</li>
<li>Straight from Little Rock, Arkansas, USA</li>
<li>Holds 12 beers (or your canned beverage of choice)</li>
</ul>",Pure Fix Cycles,Bike Rack,"Accessories, Bags, Baskets and Racks, Panniers",false,Color,Dark Green,,,,,Pannier - Whiteline - Green,907.003303052,shopify,0,deny,manual,49.00,,true,true,"",https://cdn.shopify.com/s/files/1/0319/6236/6084/products/PannierBag_Olive_Front_3RD_WEB.jpg?v=1580484293,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/PannierBag_Olive_Front_3RD_WEB.jpg?v=1580484293,lb,,
pure-fix-pannier-bag,,,,,,,,Brown,,,,,Pannier - Whiteline - Brown,907.003303052,shopify,0,deny,manual,49.00,,true,true,"",https://cdn.shopify.com/s/files/1/0319/6236/6084/products/PannierBag_Brown_Front_3RD_WEB.jpg?v=1580484293,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/PannierBag_Brown_Front_3RD_WEB.jpg?v=1580484293,lb,,
pure-fix-pannier-bag,,,,,,,,Cream,,,,,Pannier - Whiteline - Khaki,907.003303052,shopify,0,deny,manual,49.00,,true,true,"",https://cdn.shopify.com/s/files/1/0319/6236/6084/products/PannierBag_White_Front_3RD_WEB.jpg?v=1580484293,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/PannierBag_White_Front_3RD_WEB.jpg?v=1580484293,lb,,
pure-fix-pannier-bag,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/PannierBag_White_Back_3RD_WEB.jpg?v=1580484293,4,,,,,,,,,,,,,,,,,,,,,
pure-fix-pannier-bag,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/PannierBag_Olive_Back_3RD_WEB.jpg?v=1580484293,5,,,,,,,,,,,,,,,,,,,,,
kennedy,Kennedy,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Jackie, Marilyn, Mimi, everyone loves Kennedy.<span class=""Apple-converted-space"">  </span>Whether you’re chasin’ interns, starlets, or the American Dream, Kennedy’s matte black murdered-out look will have you asking not what your bike can do for you, but what you can do for your bike.</p>
<p>The Pure Fix Premium Series is the perfect bike to take your riding to the next level.  Featuring a double-butted <strong>4130 chromoly</strong> frame, the Premium Series was bred to be lighter, stiffer, and faster.  It comes street-ready with wrapped drop bars, our 700C, 30mm wheelset featuring sealed bearing hubs and a machined braking surface, and includes <strong>Thickslick</strong> 700x28c tires standard.  The raked fork and matching black quill stem and saddle help bring a dash of classic style to a bike that's guaranteed to turn heads, warm hearts, and haul ass.</p>",Pure Fix Cycles,Premium Fixed Gear Bike,"4130, 47 cm, 50 cm, 54 cm, 58 cm, 61 cm, Black, CrMo, Pro Series",true,Size,47 cm,,,,,The Kennedy - Extra Small,13607.997896185,shopify,7,deny,manual,450.00,,true,true,"",https://cdn.shopify.com/s/files/1/0319/6236/6084/products/KENNEDY-WITH-WHITE-HUBS_2014_SEAMLESS_SIDE_WEB.jpg?v=1580484286,1,,false,,"The Pure Fix Pro Series is the perfect bike to take your riding to the next level.  Featuring a double-butted 4130 chromoly frame, the Pro Series was bred to be",,,,,,,,,,,,,,,lb,,
kennedy,,,,,,,,50 cm,,,,,The Kennedy - Small,27215.99579237,shopify,1,deny,manual,450.00,,true,true,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/KENNEDY_2014_SEAMLESS_3RD_THICKSLICK_WEB.jpg?v=1580484286,2,,,,,,,,,,,,,,,,,,,lb,,
kennedy,,,,,,,,54 cm,,,,,The Kennedy - Medium,27215.99579237,shopify,0,deny,manual,450.00,,true,true,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/KENNEDY-WITH-WHITE-HUBS_CLOSEUP_2014_SEAMLESS_SIDE_WEB.jpg?v=1580484286,3,,,,,,,,,,,,,,,,,,,lb,,
kennedy,,,,,,,,58 cm,,,,,The Kennedy - Large,27215.99579237,shopify,0,deny,manual,450.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,
kennedy,,,,,,,,61 cm,,,,,The Kennedy - Extra Large,13607.997896185,shopify,2,deny,manual,450.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,
fizik-tacky-touch-bar-tape,Fizik Tacky Touch Bar Tape,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Need some extra palm cushion for when you’re pedal pushin’? Well this Fizik Performance bar tape will make your hands feel like they’re in dream land. With 3mm of foam-cushioned support built from grippy, durable Microtex, this tape will keep your hands and your wallet happy.</p>",Fizik,Bar Tape,"Bars and Tape, Bars Tape Grips and Stems, Black, Grips and Tape, Handlebar Tape, Parts, Tape, White",true,Color,Black,,,,,Handlebar Tape - Fizik - Black,226.977621948,shopify,1,deny,manual,35.00,,true,true,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/Fizik-tape-Black-white-WEB.jpg?v=1580484282,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/Fizik-tape-Black-WEB.jpg?v=1580484282,lb,,
fizik-tacky-touch-bar-tape,,,,,,,,White,,,,,Handlebar Tape - Fizik - White,226.977621948,shopify,1,deny,manual,35.00,,true,true,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/Fizik-tape-Black-WEB.jpg?v=1580484282,2,Black,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/Fizik-tape-white-WEB.jpg?v=1580484282,lb,,
fizik-tacky-touch-bar-tape,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0319/6236/6084/products/Fizik-tape-white-WEB.jpg?v=1580484282,3,White,,,,,,,,,,,,,,,,,,,,
